step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,half,20160,2,23,6
F,0,4,F4,whole,40320,3,23,6
G,,4,G4,half,20160,1,24,6
F,0,4,F4,half,20160,2,24,6
G,,4,G4,half,20160,3,24,6
D,,5,D5,half,20160,4,24,6
B,,4,B4,quarter,10080,5,24,6
G,,4,G4,quarter,10080,6,24,6
A,,4,A4,half,20160,7,24,6
G,,4,G4,breve,120960,1,25,6
G,,4,G4,whole,60480,1,26,6
B,,4,B4,whole,60480,2,26,6
D,,5,D5,breve,120960,1,27,6
G,,4,G4,whole,60480,1,28,6
G,,4,G4,half,20160,2,28,6
F,0,4,F4,whole,40320,3,28,6
G,,4,G4,half,20160,1,29,6
F,0,4,F4,half,20160,2,29,6
G,,4,G4,half,20160,3,29,6
D,,5,D5,half,20160,4,29,6
B,,4,B4,quarter,10080,5,29,6
G,,4,G4,quarter,10080,6,29,6
A,,4,A4,half,20160,7,29,6
G,,4,G4,breve,120960,1,30,6
A,,4,A4,whole,60480,1,31,6
A,,4,A4,half,20160,2,31,6
E,,4,E4,whole,40320,3,31,6
D,,4,D4,whole,60480,1,32,6
D,,4,D4,half,20160,2,32,6
E,,4,E4,whole,40320,3,32,6
G,,4,G4,whole,60480,1,33,6
F,0,4,F4,half,20160,2,33,6
E,,4,E4,whole,40320,3,33,6
D,,4,D4,whole,40320,1,34,6
A,,4,A4,half,20160,2,34,6
G,,4,G4,half,20160,3,34,6
A,,4,A4,quarter,10080,4,34,6
G,,4,G4,quarter,10080,5,34,6
A,,4,A4,quarter,10080,6,34,6
F,0,4,F4,quarter,10080,7,34,6
E,,4,E4,breve,120960,1,35,6
C,,5,C5,breve,120960,1,36,6
G,,4,G4,whole,60480,1,37,6
G,,4,G4,half,20160,2,37,6
C,,5,C5,whole,40320,3,37,6
G,,4,G4,half,20160,1,38,6
E,,4,E4,half,20160,2,38,6
C,,4,C4,half,20160,3,38,6
B,,3,B3,quarter,10080,4,38,6
C,,4,C4,half,20160,5,38,6
E,,4,E4,quarter,10080,6,38,6
D,,4,D4,half,20160,7,38,6
C,,4,C4,breve,120960,1,39,6
C,,5,C5,whole,60480,1,40,6
C,,5,C5,half,20160,2,40,6
E,,5,E5,whole,40320,3,40,6
D,,5,D5,whole,60480,1,41,6
D,,5,D5,half,20160,2,41,6
C,,5,C5,whole,40320,3,41,6
D,,5,D5,half,20160,1,42,6
C,,5,C5,half,20160,2,42,6
E,,5,E5,half,20160,3,42,6
D,,5,D5,half,20160,4,42,6
B,,4,B4,quarter,10080,5,42,6
G,,4,G4,quarter,10080,6,42,6
A,,4,A4,half,20160,7,42,6
G,,4,G4,breve,120960,1,43,6
D,,5,D5,whole,60480,1,44,6
A,,4,A4,whole,60480,2,44,6
B,,4,B4,half,20160,1,45,6
A,,4,A4,quarter,10080,2,45,6
G,,4,G4,half,20160,3,45,6
F,0,4,F4,quarter,10080,4,45,6
E,,4,E4,whole,60480,5,45,6
A,,4,A4,breve,120960,1,46,6
E,,4,E4,whole,60480,1,47,6
E,,4,E4,half,20160,2,47,6
G,,4,G4,whole,40320,3,47,6
A,,4,A4,whole,40320,1,48,6
D,,5,D5,half,20160,2,48,6
E,,5,E5,half,20160,3,48,6
C,,5,C5,quarter,10080,4,48,6
A,,4,A4,quarter,10080,5,48,6
B,,4,B4,half,20160,6,48,6
A,,4,A4,breve,120960,1,49,6
E,,5,E5,whole,40320,1,50,6
D,,5,D5,half,20160,2,50,6
C,,5,C5,half,20160,3,50,6
B,,4,B4,whole,40320,4,50,6
A,,4,A4,whole,60480,1,51,6
A,,4,A4,half,20160,2,51,6
B,,4,B4,whole,40320,3,51,6
E,,4,E4,half,20160,1,52,6
D,,4,D4,half,20160,2,52,6
E,,4,E4,half,20160,3,52,6
A,,4,A4,half,20160,4,52,6
G,,4,G4,quarter,10080,5,52,6
E,,4,E4,quarter,10080,6,52,6
F,0,4,F4,half,20160,7,52,6
E,,4,E4,breve,120960,1,53,6
G,,4,G4,half,20160,1,54,6
F,0,4,F4,half,20160,2,54,6
A,,4,A4,half,20160,3,54,6
G,,4,G4,half,20160,4,54,6
E,,4,E4,quarter,10080,5,54,6
C,,4,C4,quarter,10080,6,54,6
D,,4,D4,half,20160,7,54,6
C,,4,C4,whole,60480,1,55,6
C,,4,C4,half,20160,2,55,6
D,,4,D4,whole,40320,3,55,6
E,,4,E4,whole,60480,1,56,6
E,,4,E4,half,20160,2,56,6
F,0,4,F4,whole,40320,3,56,6
G,,4,G4,whole,40320,1,57,6
C,,5,C5,half,20160,2,57,6
D,,5,D5,half,20160,3,57,6
B,,4,B4,quarter,10080,4,57,6
G,,4,G4,quarter,10080,5,57,6
A,,4,A4,half,20160,6,57,6
G,,4,G4,breve,120960,1,58,6
